Political-affiliation,Gender,Age,Trump-approval,Education,Race,Marital-status,Jobs-robots,Climate-change,Scientists-honest,Vaccines-children,Books,Funding-science
Democrat,Male,48,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,Low
Democrat,Male,46,SomewhatDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,6,Low
Republican,Male,99,SomewhatApprove,College,unknown,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,15,AboutRight
Independent,Female,84,unknown,Graduate,Black,Married,unknown,unknown,SomewhatAgree,StronglyAgree,10,AboutRight
Independent,Male,37,NeitherApproveDisapprove,Highschool,Other,Married,Likely,RealCausedbyPeople,SomewhatDisagree,StronglyDisagree,0,unknown
Republican,Male,44,StronglyApprove,SomeCollege,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,unknown
Democrat,Male,65,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,0,AboutRight
Independent,Female,38,StronglyDisapprove,Highschool,White,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,30,Low
Independent,Male,68,StronglyDisapprove,College,unknown,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,15,Low
Republican,Male,51,StronglyApprove,College,White,Married,Unlikely,NotReal,StronglyDisagree,SomewhatAgree,8,Low
Democrat,Male,54,StronglyApprove,SomeCollege,White,Married,Unlikely,NotReal,StronglyDisagree,StronglyAgree,0,High
Republican,Female,37,StronglyApprove,Graduate,White,Relationship,Unlikely,RealNotCausedbyPeople,StronglyDisagree,StronglyAgree,16,AboutRight
Democrat,Female,66,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,50,Low
Independent,Female,65,StronglyApprove,SomeCollege,Black,Widowed,Likely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,100,AboutRight
Republican,Other,72,unknown,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,52,Low
Democrat,Male,65,SomewhatDisapprove,SomeCollege,White,Divorced,Unlikely,RealCausedbyPeople,SomewhatDisagree,unknown,10,High
unknown,Male,22,StronglyDisapprove,SomeCollege,White,Divorced,Likely,RealCausedbyPeople,NeitherAgreeDisagree,NeitherAgreeDisagree,0,unknown
Republican,Male,51,StronglyApprove,Highschool,White,Single,Likely,NotReal,SomewhatAgree,SomewhatAgree,0,High
Independent,Female,43,unknown,SomeCollege,White,Single,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,18,unknown
Democrat,Male,32,SomewhatApprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,2,AboutRight
Independent,Female,65,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,12,unknown
unknown,Female,71,unknown,SomeCollege,Asian,Widowed,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,1,AboutRight
Independent,Male,65,StronglyApprove,Highschool,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,6,AboutRight
Democrat,Female,40,StronglyDisapprove,Graduate,Black,Married,Unlikely,RealNotCausedbyPeople,StronglyDisagree,StronglyDisagree,20,High
Democrat,Male,79,unknown,SomeCollege,Black,Married,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,20,Low
Republican,Female,68,StronglyApprove,Highschool,White,Married,Likely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,3,AboutRight
Democrat,Female,51,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,12,Low
Republican,Male,39,StronglyApprove,College,White,Married,Unlikely,NotReal,StronglyDisagree,StronglyDisagree,12,High
Independent,Female,51,NeitherApproveDisapprove,College,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,SomewhatAgree,24,AboutRight
Democrat,Male,83,unknown,SomeCollege,White,Divorced,unknown,unknown,NeitherAgreeDisagree,unknown,0,Low
Republican,Male,52,StronglyApprove,College,White,Married,Unlikely,NotReal,SomewhatDisagree,StronglyAgree,1,unknown
unknown,Male,53,SomewhatApprove,SomeCollege,White,Single,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,2,AboutRight
Democrat,Female,66,StronglyDisapprove,Graduate,White,Married,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Independent,Female,37,StronglyDisapprove,College,White,Single,Unlikely,NotReal,SomewhatDisagree,StronglyAgree,2,unknown
unknown,Male,53,StronglyDisapprove,Highschool,White,Married,unknown,unknown,unknown,unknown,0,unknown
Independent,Female,65,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,Low
Democrat,Female,18,StronglyDisapprove,Highschool,Black,Single,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,50,Low
Independent,Male,43,SomewhatDisapprove,College,White,Divorced,Unlikely,NotReal,SomewhatDisagree,SomewhatDisagree,50,High
Independent,Female,65,NeitherApproveDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,20,AboutRight
Independent,Female,86,StronglyApprove,Highschool,White,Widowed,Likely,RealNotCausedbyPeople,unknown,SomewhatAgree,0,unknown
Democrat,Male,76,StronglyApprove,Graduate,White,Married,Likely,unknown,SomewhatAgree,StronglyAgree,25,Low
Independent,Female,35,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,45,Low
Independent,Male,40,unknown,College,White,Married,Unlikely,unknown,SomewhatAgree,SomewhatAgree,20,Low
Democrat,Female,48,StronglyDisapprove,Graduate,Black,Divorced,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,15,unknown
Independent,Male,36,StronglyDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,7,Low
Democrat,Female,48,StronglyDisapprove,College,Black,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,3,Low
Independent,Female,68,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,50,Low
Republican,Female,51,unknown,SomeCollege,White,Married,unknown,RealNotCausedbyPeople,StronglyDisagree,SomewhatAgree,3,High
Independent,Male,53,StronglyDisapprove,SomeCollege,Black,Single,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatDisagree,10,AboutRight
Democrat,Female,43,StronglyDisapprove,SomeCollege,Black,Single,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,2,unknown
Independent,Female,76,unknown,unknown,Latino,Widowed,Likely,RealCausedbyPeople,unknown,unknown,0,unknown
Independent,Male,44,StronglyDisapprove,College,White,Divorced,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Republican,Female,75,SomewhatApprove,SomeCollege,White,Married,unknown,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,4,AboutRight
Democrat,Female,35,StronglyDisapprove,SomeCollege,Black,Relationship,Likely,RealCausedbyPeople,StronglyAgree,StronglyDisagree,20,Low
Independent,Female,43,unknown,SomeCollege,unknown,Married,Likely,RealNotCausedbyPeople,SomewhatDisagree,SomewhatAgree,3,AboutRight
unknown,Male,30,SomewhatApprove,SomeCollege,Latino,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,7,Low
Democrat,Male,21,SomewhatApprove,Highschool,Black,Divorced,unknown,NotReal,SomewhatAgree,SomewhatAgree,0,AboutRight
Independent,Male,34,unknown,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,5,AboutRight
Independent,Male,43,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,3,Low
Democrat,Female,45,StronglyDisapprove,Highschool,Latino,Single,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,0,High
Democrat,Male,20,StronglyDisapprove,SomeCollege,Latino,Single,Unlikely,RealCausedbyPeople,SomewhatDisagree,unknown,3,AboutRight
unknown,Female,47,unknown,Graduate,White,Divorced,Unlikely,RealCausedbyPeople,unknown,SomewhatDisagree,6,Low
unknown,Male,28,StronglyDisapprove,SomeCollege,Latino,Relationship,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,5,AboutRight
Democrat,Female,22,StronglyDisapprove,College,White,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,40,Low
Independent,Female,42,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,10,AboutRight
unknown,Male,37,unknown,Graduate,Asian,Married,Unlikely,unknown,SomewhatAgree,StronglyAgree,5,unknown
Independent,Female,50,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Democrat,Female,33,StronglyDisapprove,College,Black,Relationship,Likely,RealCausedbyPeople,SomewhatDisagree,StronglyDisagree,15,AboutRight
Democrat,Male,47,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,80,Low
Democrat,Male,46,StronglyDisapprove,SomeCollege,Black,Relationship,Likely,RealCausedbyPeople,unknown,StronglyAgree,0,Low
Republican,Male,27,StronglyApprove,College,White,Single,Likely,RealCausedbyPeople,SomewhatAgree,unknown,150,Low
Democrat,Male,21,StronglyDisapprove,SomeCollege,Black,Single,Likely,RealCausedbyPeople,StronglyDisagree,unknown,0,unknown
Republican,Female,75,StronglyApprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,NeitherAgreeDisagree,7,Low
Independent,Male,24,SomewhatDisapprove,College,White,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,15,Low
Republican,Female,24,SomewhatApprove,SomeCollege,Latino,Single,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,10,Low
Independent,Male,30,unknown,unknown,Latino,Divorced,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,10,Low
unknown,Male,23,unknown,Highschool,White,Single,Likely,RealCausedbyPeople,unknown,unknown,200,AboutRight
Democrat,Male,51,SomewhatDisapprove,Highschool,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,1,Low
Independent,Female,53,unknown,Highschool,White,Relationship,Unlikely,RealNotCausedbyPeople,StronglyDisagree,StronglyAgree,0,High
Independent,Female,51,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,3,Low
Independent,Female,66,NeitherApproveDisapprove,Highschool,White,Divorced,Likely,unknown,SomewhatDisagree,StronglyAgree,100,High
Democrat,Male,50,StronglyDisapprove,Graduate,unknown,Married,Unlikely,RealNotCausedbyPeople,unknown,SomewhatAgree,5,unknown
unknown,Female,24,StronglyDisapprove,Graduate,Latino,Single,Unlikely,unknown,unknown,unknown,0,unknown
Republican,Female,47,NeitherApproveDisapprove,Graduate,White,Married,Unlikely,unknown,NeitherAgreeDisagree,StronglyAgree,100,unknown
unknown,Female,50,StronglyApprove,Graduate,Black,Married,Likely,NotReal,SomewhatAgree,SomewhatAgree,50,Low
Republican,Male,41,NeitherApproveDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,5,AboutRight
Republican,Other,86,StronglyApprove,Graduate,Latino,Married,Unlikely,unknown,SomewhatAgree,StronglyAgree,25,AboutRight
Republican,Female,54,SomewhatApprove,Graduate,White,Married,Unlikely,unknown,SomewhatAgree,StronglyAgree,6,AboutRight
Democrat,Male,69,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,4,High
unknown,Female,47,unknown,Highschool,Latino,Married,Unlikely,RealCausedbyPeople,unknown,StronglyAgree,5,unknown
unknown,Male,37,StronglyApprove,SomeCollege,unknown,Married,Unlikely,RealNotCausedbyPeople,NeitherAgreeDisagree,StronglyAgree,1,unknown
Democrat,Female,38,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,15,Low
Republican,Male,46,StronglyApprove,College,White,Married,Unlikely,NotReal,StronglyDisagree,SomewhatDisagree,1,AboutRight
unknown,Female,52,unknown,Highschool,White,Married,Unlikely,RealNotCausedbyPeople,StronglyDisagree,SomewhatAgree,5,unknown
unknown,Male,65,StronglyApprove,College,White,Widowed,Unlikely,NotReal,SomewhatDisagree,StronglyDisagree,0,High
unknown,Male,35,unknown,College,White,Married,Unlikely,NotReal,SomewhatAgree,StronglyAgree,2,AboutRight
Republican,Female,50,StronglyApprove,College,White,Married,Likely,NotReal,SomewhatDisagree,SomewhatDisagree,0,unknown
Democrat,Female,51,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,200,Low
Independent,Other,96,StronglyApprove,Graduate,Asian,Divorced,Likely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,1000,AboutRight
Democrat,Male,47,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,7,Low
Independent,Male,30,SomewhatApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,SomewhatAgree,5,AboutRight
Independent,Female,53,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,Low
Democrat,Male,86,StronglyDisapprove,Graduate,White,Widowed,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,150,Low
Republican,Female,48,SomewhatApprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,1,AboutRight
Independent,Male,51,StronglyApprove,Highschool,White,Married,Likely,NotReal,StronglyDisagree,StronglyAgree,0,High
unknown,Female,65,StronglyDisapprove,Highschool,White,Married,Likely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,50,Low
Independent,Male,45,StronglyDisapprove,SomeCollege,Latino,Single,Unlikely,RealCausedbyPeople,StronglyAgree,unknown,0,Low
Republican,Other,47,StronglyApprove,SomeCollege,Asian,Married,Unlikely,unknown,SomewhatAgree,StronglyAgree,1,High
Independent,Male,48,StronglyDisapprove,Graduate,Asian,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,5,Low
Democrat,Other,48,StronglyDisapprove,Highschool,White,Single,Unlikely,NotReal,SomewhatDisagree,StronglyAgree,0,AboutRight
Republican,Male,30,StronglyApprove,Highschool,White,Single,Unlikely,NotReal,StronglyAgree,StronglyAgree,0,AboutRight
unknown,Female,48,SomewhatDisapprove,Other,White,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyDisagree,30,Low
Democrat,Female,51,StronglyDisapprove,SomeCollege,Black,Relationship,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,0,AboutRight
Independent,Male,35,StronglyDisapprove,Graduate,Asian,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,Low
Democrat,Female,48,SomewhatDisapprove,SomeCollege,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatDisagree,1,Low
Independent,Male,22,StronglyApprove,Highschool,White,Relationship,Likely,NotReal,StronglyAgree,StronglyDisagree,200,AboutRight
Independent,Female,51,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyDisagree,40,Low
Republican,Male,73,StronglyApprove,SomeCollege,White,Widowed,Unlikely,NotReal,SomewhatDisagree,StronglyDisagree,5,High
Independent,Female,23,StronglyDisapprove,College,Latino,Single,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,8,Low
Republican,Female,51,StronglyApprove,SomeCollege,White,Divorced,Unlikely,NotReal,StronglyDisagree,StronglyDisagree,15,High
Republican,Male,42,StronglyApprove,Highschool,Latino,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,1,Low
Democrat,Male,84,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,30,Low
Republican,Female,77,StronglyApprove,unknown,White,Widowed,Likely,unknown,SomewhatDisagree,unknown,260,High
unknown,Female,37,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,4,Low
Democrat,Male,50,StronglyDisapprove,SomeCollege,Black,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,0,Low
Republican,Male,30,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,4,AboutRight
Democrat,Female,31,StronglyDisapprove,Graduate,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,AboutRight
Democrat,Female,24,StronglyDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,20,Low
Independent,Male,26,SomewhatDisapprove,Graduate,White,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,5,Low
Republican,Male,35,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,10,AboutRight
Republican,Female,18,SomewhatApprove,SomeCollege,White,Relationship,Likely,RealNotCausedbyPeople,SomewhatDisagree,SomewhatAgree,9,High
Independent,Female,77,unknown,College,White,Widowed,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,250,Low
Democrat,Male,60,StronglyDisapprove,College,Latino,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,6,Low
Republican,Male,58,StronglyApprove,SomeCollege,White,Divorced,unknown,unknown,SomewhatAgree,unknown,30,AboutRight
Independent,Male,41,StronglyDisapprove,SomeCollege,Asian,Divorced,Likely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,0,AboutRight
Independent,Male,71,StronglyDisapprove,Graduate,Latino,Married,Unlikely,NotReal,StronglyDisagree,StronglyDisagree,0,AboutRight
Democrat,Female,61,StronglyDisapprove,SomeCollege,Black,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,0,High
Democrat,Female,34,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,Low
Republican,Male,61,StronglyApprove,College,White,Married,Unlikely,NotReal,StronglyDisagree,SomewhatDisagree,3,High
unknown,Male,24,unknown,Graduate,Asian,Single,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,12,Low
Independent,Male,70,SomewhatDisapprove,Highschool,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,2,unknown
Democrat,Female,21,StronglyDisapprove,SomeCollege,Asian,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,25,Low
unknown,Female,67,StronglyDisapprove,SomeCollege,White,Married,Likely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,0,AboutRight
Independent,Female,70,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,5,AboutRight
Independent,Male,80,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,30,Low
Independent,Male,41,StronglyDisapprove,Highschool,White,Divorced,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyDisagree,5,Low
Democrat,Male,45,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,Low
Democrat,Female,54,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,Low
Independent,Male,36,StronglyDisapprove,SomeCollege,White,Married,unknown,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,Low
Independent,Female,38,StronglyDisapprove,SomeCollege,Black,Single,Likely,NotReal,SomewhatDisagree,SomewhatDisagree,5,Low
Independent,Male,42,SomewhatApprove,College,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown
Democrat,Male,23,NeitherApproveDisapprove,SomeCollege,unknown,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,0,Low
Republican,Male,63,unknown,College,White,Married,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,Low
Independent,Male,32,unknown,College,White,Single,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,10,High
Independent,Female,62,SomewhatApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,10,Low
Independent,Female,47,unknown,SomeCollege,Latino,Divorced,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,200,Low
Independent,Female,34,SomewhatApprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,18,Low
Independent,Female,23,SomewhatApprove,SomeCollege,Latino,Single,Unlikely,RealCausedbyPeople,StronglyDisagree,SomewhatDisagree,2,AboutRight
Independent,Male,27,unknown,SomeCollege,Black,Relationship,Unlikely,RealNotCausedbyPeople,unknown,unknown,20,AboutRight
Democrat,Female,48,StronglyDisapprove,SomeCollege,Latino,Divorced,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,1,AboutRight
Democrat,Female,36,SomewhatApprove,SomeCollege,White,Married,Unlikely,NotReal,StronglyAgree,StronglyAgree,2,AboutRight
Republican,Male,47,StronglyApprove,College,White,Married,Unlikely,NotReal,NeitherAgreeDisagree,SomewhatAgree,20,AboutRight
Republican,Male,48,StronglyApprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,4,Low
Independent,Male,54,StronglyDisapprove,Graduate,Black,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,4,Low
Democrat,Female,45,StronglyDisapprove,SomeCollege,Black,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,60,AboutRight
Democrat,Female,50,StronglyDisapprove,College,Latino,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
unknown,Female,35,NeitherApproveDisapprove,College,White,Single,Unlikely,unknown,SomewhatAgree,StronglyAgree,3,AboutRight
Independent,Male,48,SomewhatDisapprove,Highschool,White,Separated,Likely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,1,High
Independent,Male,50,unknown,Highschool,White,Single,Unlikely,RealCausedbyPeople,StronglyDisagree,unknown,0,High
Independent,Male,38,unknown,SomeCollege,Asian,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,10,Low
Independent,Male,36,StronglyDisapprove,Graduate,Latino,Single,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,7,AboutRight
Democrat,Female,67,StronglyDisapprove,Graduate,White,Widowed,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,70,Low
unknown,Male,38,NeitherApproveDisapprove,Graduate,White,Single,Unlikely,unknown,StronglyAgree,StronglyAgree,3,Low
unknown,Male,58,SomewhatDisapprove,Graduate,White,Married,Unlikely,NotReal,unknown,StronglyAgree,20,High
Republican,Male,42,StronglyApprove,SomeCollege,White,Relationship,Unlikely,RealNotCausedbyPeople,StronglyDisagree,SomewhatAgree,4,unknown
Independent,Male,51,SomewhatApprove,College,White,Widowed,Unlikely,NotReal,SomewhatDisagree,NeitherAgreeDisagree,2,Low
Independent,Female,48,NeitherApproveDisapprove,SomeCollege,White,Married,Unlikely,NotReal,SomewhatAgree,StronglyAgree,40,Low
Independent,Female,37,StronglyDisapprove,Highschool,White,Relationship,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,100,unknown
Democrat,Male,50,StronglyDisapprove,Highschool,Black,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,AboutRight
Independent,Female,45,SomewhatApprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,30,Low
Republican,Male,52,unknown,SomeCollege,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,50,AboutRight
unknown,Female,41,unknown,SomeCollege,White,Divorced,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,200,unknown
Democrat,Female,65,StronglyDisapprove,SomeCollege,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,2,AboutRight
Republican,Male,53,SomewhatApprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,0,Low
Independent,Male,43,unknown,Highschool,White,Widowed,unknown,RealCausedbyPeople,SomewhatDisagree,StronglyDisagree,0,unknown
Independent,Male,28,SomewhatDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,1,AboutRight
Independent,Other,22,StronglyDisapprove,College,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,6,Low
Independent,Female,58,NeitherApproveDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,40,Low
Republican,Female,58,SomewhatApprove,Highschool,White,Widowed,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,0,Low
Democrat,Male,54,StronglyApprove,SomeCollege,White,Divorced,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,0,Low
Independent,Male,65,SomewhatDisapprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,5,AboutRight
unknown,Other,92,unknown,Graduate,unknown,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,100,Low
Independent,Male,65,StronglyApprove,Graduate,White,Relationship,Unlikely,NotReal,StronglyDisagree,StronglyAgree,6,High
unknown,Male,51,StronglyApprove,College,White,Married,Unlikely,NotReal,unknown,unknown,5,unknown
Democrat,Other,56,StronglyApprove,Highschool,White,Married,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyDisagree,16,High
Independent,Female,49,SomewhatDisapprove,College,Latino,Married,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,15,Low
Republican,Female,49,SomewhatApprove,Highschool,White,Divorced,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,3,Low
Independent,Female,63,StronglyDisapprove,Highschool,unknown,Single,Unlikely,unknown,StronglyAgree,StronglyAgree,0,unknown
Independent,Female,58,SomewhatApprove,Highschool,White,Single,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,3,AboutRight
unknown,Female,59,unknown,Graduate,Black,Divorced,Unlikely,RealCausedbyPeople,unknown,SomewhatAgree,1,Low
Republican,Female,60,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,20,AboutRight
Republican,Female,55,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,20,AboutRight
Democrat,Female,61,StronglyDisapprove,SomeCollege,Black,Single,Likely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,100,AboutRight
Republican,Male,53,SomewhatDisapprove,Highschool,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,2,AboutRight
Independent,Female,55,StronglyApprove,College,White,Married,unknown,RealCausedbyPeople,SomewhatAgree,StronglyAgree,10,unknown
Democrat,Female,57,SomewhatDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,8,Low
Democrat,unknown,56,StronglyApprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,4,AboutRight
Republican,Male,49,StronglyApprove,SomeCollege,White,Married,Unlikely,NotReal,SomewhatDisagree,StronglyAgree,12,AboutRight
