Political-affiliation	Income	Gender	Age	Trump-approval	Education	Race	Marital-status	Jobs-robots	Climate-change	Scientists-honest	Vaccines-children	Books	Funding-science	ghosts?
Republican	0	Female	71	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	10	AboutRight	No
Independent	0	Male	40	StronglyDisapprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	6	Low	No
Republican	0	Male	28	NeitherApproveDisapprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	1	Low	No
Independent	0	Male	47	SomewhatDisapprove	Highschool	Black	Single	Unlikely	RealCausedbyPeople	NeitherAgreeDisagree	SomewhatDisagree	3	High	No
Democrat	0	Male	22	SomewhatApprove	Graduate	Black	Relationship	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	20	Low	No
Democrat	0	Male	71	SomewhatDisapprove	Highschool	Black	Single	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	9	High	No
Republican	0	Male	77	unknown	SomeCollege	White	Divorced	Unlikely	unknown	unknown	unknown	30	Low	No
Democrat	16000	Female	68	unknown	College	Latino	Married	Unlikely	RealCausedbyPeople	unknown	unknown	2	unknown	No
Democrat	0	Female	46	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	0	AboutRight	No
Democrat	0	Female	25	StronglyDisapprove	Graduate	unknown	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	8	Low	Yes
Independent	0	Female	46	StronglyDisapprove	Graduate	White	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	4	Low	Yes
Independent	0	Male	50	StronglyDisapprove	Graduate	Black	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	10	AboutRight	No
Independent	0	Female	25	StronglyDisapprove	College	Black	Single	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyDisagree	10	unknown	Yes
Democrat	0	Female	29	StronglyDisapprove	Highschool	White	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatDisagree	25	High	Yes
Republican	0	Male	20	StronglyApprove	SomeCollege	White	Single	Unlikely	RealNotCausedbyPeople	StronglyDisagree	StronglyAgree	20	High	No
unknown	0	Male	40	unknown	SomeCollege	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	0	Low	Yes
Independent	0	Male	32	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	20	Low	No
Republican	0	Female	54	SomewhatApprove	SomeCollege	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	10	unknown	Yes
Republican	0	Male	35	StronglyDisapprove	Highschool	unknown	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	2	AboutRight	No
Democrat	0	Female	19	StronglyDisapprove	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	4	Low	No
Democrat	0	Female	67	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	Yes
Independent	0	Male	35	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Republican	0	Female	42	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	3	Low	Yes
Democrat	0	Male	91	unknown	Highschool	Black	Widowed	unknown	RealNotCausedbyPeople	unknown	unknown	1	unknown	No
Republican	0	Female	21	StronglyApprove	SomeCollege	White	Relationship	Unlikely	NotReal	SomewhatAgree	StronglyAgree	4	Low	Yes
Republican	0	Female	67	StronglyApprove	Highschool	White	Widowed	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	15	Low	Yes
unknown	0	Male	32	StronglyDisapprove	SomeCollege	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	No
Independent	0	Male	30	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Democrat	0	Female	71	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	40	Low	No
Independent	0	Male	73	SomewhatApprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	3	Low	No
Republican	0	Female	38	SomewhatApprove	College	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	20	AboutRight	No
Democrat	0	Female	30	SomewhatDisapprove	SomeCollege	White	Married	Unlikely	NotReal	SomewhatAgree	StronglyAgree	15	AboutRight	No
unknown	0	Male	20	unknown	SomeCollege	White	Relationship	Unlikely	RealNotCausedbyPeople	NeitherAgreeDisagree	NeitherAgreeDisagree	5	AboutRight	No
Independent	0	Female	45	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	unknown	unknown
Republican	0	Female	75	unknown	Highschool	White	Widowed	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	100	High	Yes
Democrat	0	Female	48	StronglyDisapprove	Other	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	No
unknown	0	Male	21	unknown	SomeCollege	White	Relationship	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	0	Low	No
Independent	0	Male	46	SomewhatDisapprove	Highschool	Latino	Other	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatDisagree	0	unknown	Yes
Independent	0	Other	92	SomewhatDisapprove	Highschool	Asian	Divorced	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
Republican	0	Male	71	SomewhatApprove	College	White	Widowed	Unlikely	RealCausedbyPeople	StronglyDisagree	SomewhatAgree	2	High	Yes
unknown	0	Female	36	SomewhatApprove	Highschool	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	200	Low	Yes
Democrat	0	Female	30	StronglyDisapprove	Highschool	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	Yes
Republican	0	Male	36	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	6	AboutRight	No
unknown	0	Male	48	StronglyDisapprove	College	unknown	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyDisagree	90	High	No
Independent	0	Male	43	StronglyApprove	Highschool	White	Married	Likely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	0	Low	Yes
Republican	0	Male	27	StronglyApprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	StronglyDisagree	SomewhatDisagree	4	High	Yes
Democrat	0	Female	36	StronglyDisapprove	Graduate	White	Divorced	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	40	Low	Yes
Democrat	390000	Male	48	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	Yes
Democrat	170000	Male	46	SomewhatDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	6	Low	No
Republican	92000	Male	99	SomewhatApprove	College	unknown	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	15	AboutRight	No
Independent	223000	Female	84	unknown	Graduate	Black	Married	unknown	unknown	SomewhatAgree	StronglyAgree	10	AboutRight	No
Independent	102000	Male	37	NeitherApproveDisapprove	Highschool	Other	Married	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyDisagree	0	unknown	Yes
Republican	68000	Male	44	StronglyApprove	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	unknown	No
Democrat	160000	Male	65	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	0	AboutRight	No
Independent	70000	Female	38	StronglyDisapprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	30	Low	No
Independent	56000	Male	68	StronglyDisapprove	College	unknown	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	unknown
Republican	38000	Male	51	StronglyApprove	College	White	Married	Unlikely	NotReal	StronglyDisagree	SomewhatAgree	8	Low	No
Democrat	64000	Male	54	StronglyApprove	SomeCollege	White	Married	Unlikely	NotReal	StronglyDisagree	StronglyAgree	0	High	No
Republican	124000	Female	37	StronglyApprove	Graduate	White	Relationship	Unlikely	RealNotCausedbyPeople	StronglyDisagree	StronglyAgree	16	AboutRight	Yes
Democrat	7000	Female	66	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	50	Low	Yes
Independent	43000	Female	65	StronglyApprove	SomeCollege	Black	Widowed	Likely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	100	AboutRight	No
Republican	12000	Other	72	unknown	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	52	Low	Yes
Democrat	34000	Male	65	SomewhatDisapprove	SomeCollege	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatDisagree	unknown	10	High	Yes
unknown	87000	Male	22	StronglyDisapprove	SomeCollege	White	Divorced	Likely	RealCausedbyPeople	NeitherAgreeDisagree	NeitherAgreeDisagree	0	unknown	Yes
Republican	58000	Male	51	StronglyApprove	Highschool	White	Single	Likely	NotReal	SomewhatAgree	SomewhatAgree	0	High	No
Independent	260000	Female	43	unknown	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	18	unknown	Yes
Democrat	139000	Male	32	SomewhatApprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	2	AboutRight	No
Independent	211000	Female	65	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	12	unknown	Yes
unknown	73000	Female	71	unknown	SomeCollege	Asian	Widowed	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	1	AboutRight	No
Independent	72000	Male	65	StronglyApprove	Highschool	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	6	AboutRight	unknown
Democrat	9000	Female	40	StronglyDisapprove	Graduate	Black	Married	Unlikely	RealNotCausedbyPeople	StronglyDisagree	StronglyDisagree	20	High	No
Democrat	56000	Male	79	unknown	SomeCollege	Black	Married	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	20	Low	No
Republican	30000	Female	68	StronglyApprove	Highschool	White	Married	Likely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	3	AboutRight	No
Democrat	101000	Female	51	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	12	Low	Yes
Republican	32000	Male	39	StronglyApprove	College	White	Married	Unlikely	NotReal	StronglyDisagree	StronglyDisagree	12	High	Yes
Independent	168000	Female	51	NeitherApproveDisapprove	College	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	SomewhatAgree	24	AboutRight	No
Democrat	75000	Male	83	unknown	SomeCollege	White	Divorced	unknown	unknown	NeitherAgreeDisagree	unknown	0	Low	unknown
Republican	27000	Male	52	StronglyApprove	College	White	Married	Unlikely	NotReal	SomewhatDisagree	StronglyAgree	1	unknown	No
unknown	32000	Male	53	SomewhatApprove	SomeCollege	White	Single	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	2	AboutRight	No
Democrat	93000	Female	66	StronglyDisapprove	Graduate	White	Married	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	No
Independent	29000	Female	37	StronglyDisapprove	College	White	Single	Unlikely	NotReal	SomewhatDisagree	StronglyAgree	2	unknown	Yes
unknown	131000	Male	53	StronglyDisapprove	Highschool	White	Married	unknown	unknown	unknown	unknown	0	unknown	No
Independent	168000	Female	65	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
Democrat	62000	Female	18	StronglyDisapprove	Highschool	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	50	Low	No
Independent	10000	Male	43	SomewhatDisapprove	College	White	Divorced	Unlikely	NotReal	SomewhatDisagree	SomewhatDisagree	50	High	No
Independent	24000	Female	65	NeitherApproveDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	20	AboutRight	No
Independent	15000	Female	86	StronglyApprove	Highschool	White	Widowed	Likely	RealNotCausedbyPeople	unknown	SomewhatAgree	0	unknown	No
Democrat	107000	Male	76	StronglyApprove	Graduate	White	Married	Likely	unknown	SomewhatAgree	StronglyAgree	25	Low	No
Independent	204000	Female	35	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	45	Low	No
Independent	75000	Male	40	unknown	College	White	Married	Unlikely	unknown	SomewhatAgree	SomewhatAgree	20	Low	Yes
Democrat	12000	Female	48	StronglyDisapprove	Graduate	Black	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	15	unknown	No
Independent	144000	Male	36	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	7	Low	No
Democrat	79000	Female	48	StronglyDisapprove	College	Black	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	3	Low	No
Independent	28000	Female	68	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	50	Low	No
Republican	129000	Female	51	unknown	SomeCollege	White	Married	unknown	RealNotCausedbyPeople	StronglyDisagree	SomewhatAgree	3	High	Yes
Independent	25000	Male	53	StronglyDisapprove	SomeCollege	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatDisagree	10	AboutRight	No
Democrat	5000	Female	43	StronglyDisapprove	SomeCollege	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	2	unknown	No
Independent	10000	Female	76	unknown	unknown	Latino	Widowed	Likely	RealCausedbyPeople	unknown	unknown	0	unknown	Yes
Independent	0	Male	44	StronglyDisapprove	College	White	Divorced	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	No
Republican	0	Female	75	SomewhatApprove	SomeCollege	White	Married	unknown	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	4	AboutRight	No
Democrat	0	Female	35	StronglyDisapprove	SomeCollege	Black	Relationship	Likely	RealCausedbyPeople	StronglyAgree	StronglyDisagree	20	Low	No
Independent	0	Female	43	unknown	SomeCollege	unknown	Married	Likely	RealNotCausedbyPeople	SomewhatDisagree	SomewhatAgree	3	AboutRight	No
unknown	0	Male	30	SomewhatApprove	SomeCollege	Latino	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	7	Low	No
Democrat	0	Male	21	SomewhatApprove	Highschool	Black	Divorced	unknown	NotReal	SomewhatAgree	SomewhatAgree	0	AboutRight	No
Independent	0	Male	34	unknown	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	5	AboutRight	No
Independent	0	Male	43	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	3	Low	No
Democrat	0	Female	45	StronglyDisapprove	Highschool	Latino	Single	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	0	High	No
Democrat	0	Male	20	StronglyDisapprove	SomeCollege	Latino	Single	Unlikely	RealCausedbyPeople	SomewhatDisagree	unknown	3	AboutRight	No
unknown	0	Female	47	unknown	Graduate	White	Divorced	Unlikely	RealCausedbyPeople	unknown	SomewhatDisagree	6	Low	Yes
unknown	0	Male	28	StronglyDisapprove	SomeCollege	Latino	Relationship	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	5	AboutRight	No
Democrat	0	Female	22	StronglyDisapprove	College	White	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	40	Low	No
Independent	0	Female	42	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	10	AboutRight	No
unknown	0	Male	37	unknown	Graduate	Asian	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	5	unknown	No
Independent	0	Female	50	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	No
Democrat	0	Female	33	StronglyDisapprove	College	Black	Relationship	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyDisagree	15	AboutRight	Yes
Democrat	0	Male	47	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	80	Low	No
Democrat	0	Male	46	StronglyDisapprove	SomeCollege	Black	Relationship	Likely	RealCausedbyPeople	unknown	StronglyAgree	0	Low	Yes
Republican	0	Male	27	StronglyApprove	College	White	Single	Likely	RealCausedbyPeople	SomewhatAgree	unknown	150	Low	Yes
Democrat	0	Male	21	StronglyDisapprove	SomeCollege	Black	Single	Likely	RealCausedbyPeople	StronglyDisagree	unknown	0	unknown	Yes
Republican	0	Female	75	StronglyApprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	NeitherAgreeDisagree	7	Low	Yes
Independent	0	Male	24	SomewhatDisapprove	College	White	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	Yes
Republican	0	Female	24	SomewhatApprove	SomeCollege	Latino	Single	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	10	Low	No
Independent	42000	Male	30	unknown	unknown	Latino	Divorced	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	10	Low	No
unknown	63000	Male	23	unknown	Highschool	White	Single	Likely	RealCausedbyPeople	unknown	unknown	200	AboutRight	No
Democrat	32000	Male	51	SomewhatDisapprove	Highschool	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	1	Low	Yes
Independent	58000	Female	53	unknown	Highschool	White	Relationship	Unlikely	RealNotCausedbyPeople	StronglyDisagree	StronglyAgree	0	High	Yes
Independent	135000	Female	51	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	3	Low	Yes
Independent	81000	Female	66	NeitherApproveDisapprove	Highschool	White	Divorced	Likely	unknown	SomewhatDisagree	StronglyAgree	100	High	No
Democrat	46000	Male	50	StronglyDisapprove	Graduate	unknown	Married	Unlikely	RealNotCausedbyPeople	unknown	SomewhatAgree	5	unknown	No
unknown	76000	Female	24	StronglyDisapprove	Graduate	Latino	Single	Unlikely	unknown	unknown	unknown	0	unknown	No
Republican	95000	Female	47	NeitherApproveDisapprove	Graduate	White	Married	Unlikely	unknown	NeitherAgreeDisagree	StronglyAgree	100	unknown	No
unknown	23000	Female	50	StronglyApprove	Graduate	Black	Married	Likely	NotReal	SomewhatAgree	SomewhatAgree	50	Low	No
Republican	38000	Male	41	NeitherApproveDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	5	AboutRight	No
Republican	68000	Other	86	StronglyApprove	Graduate	Latino	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	25	AboutRight	No
Republican	177000	Female	54	SomewhatApprove	Graduate	White	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	6	AboutRight	No
Democrat	79000	Male	69	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	4	High	Yes
unknown	46000	Female	47	unknown	Highschool	Latino	Married	Unlikely	RealCausedbyPeople	unknown	StronglyAgree	5	unknown	Yes
unknown	106000	Male	37	StronglyApprove	SomeCollege	unknown	Married	Unlikely	RealNotCausedbyPeople	NeitherAgreeDisagree	StronglyAgree	1	unknown	Yes
Democrat	73000	Female	38	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	No
Republican	18000	Male	46	StronglyApprove	College	White	Married	Unlikely	NotReal	StronglyDisagree	SomewhatDisagree	1	AboutRight	No
unknown	17000	Female	52	unknown	Highschool	White	Married	Unlikely	RealNotCausedbyPeople	StronglyDisagree	SomewhatAgree	5	unknown	No
unknown	135000	Male	65	StronglyApprove	College	White	Widowed	Unlikely	NotReal	SomewhatDisagree	StronglyDisagree	0	High	No
unknown	61000	Male	35	unknown	College	White	Married	Unlikely	NotReal	SomewhatAgree	StronglyAgree	2	AboutRight	No
Republican	57000	Female	50	StronglyApprove	College	White	Married	Likely	NotReal	SomewhatDisagree	SomewhatDisagree	0	unknown	No
Democrat	56000	Female	51	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	200	Low	Yes
Independent	14000	Other	96	StronglyApprove	Graduate	Asian	Divorced	Likely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	1000	AboutRight	Yes
Democrat	98000	Male	47	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	7	Low	No
Independent	0	Male	30	SomewhatApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	SomewhatAgree	5	AboutRight	No
Independent	142000	Female	53	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	No
Democrat	10000	Male	86	StronglyDisapprove	Graduate	White	Widowed	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	150	Low	No
Republican	211000	Female	48	SomewhatApprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	1	AboutRight	Yes
Independent	47000	Male	51	StronglyApprove	Highschool	White	Married	Likely	NotReal	StronglyDisagree	StronglyAgree	0	High	No
unknown	72000	Female	65	StronglyDisapprove	Highschool	White	Married	Likely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	50	Low	Yes
Independent	39000	Male	45	StronglyDisapprove	SomeCollege	Latino	Single	Unlikely	RealCausedbyPeople	StronglyAgree	unknown	0	Low	Yes
Republican	55000	Other	47	StronglyApprove	SomeCollege	Asian	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	1	High	Yes
Independent	116000	Male	48	StronglyDisapprove	Graduate	Asian	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	5	Low	No
Democrat	9000	Other	48	StronglyDisapprove	Highschool	White	Single	Unlikely	NotReal	SomewhatDisagree	StronglyAgree	0	AboutRight	Yes
Republican	35000	Male	30	StronglyApprove	Highschool	White	Single	Unlikely	NotReal	StronglyAgree	StronglyAgree	0	AboutRight	No
unknown	5000	Female	48	SomewhatDisapprove	Other	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyDisagree	30	Low	Yes
Democrat	23000	Female	51	StronglyDisapprove	SomeCollege	Black	Relationship	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	0	AboutRight	No
Independent	164000	Male	35	StronglyDisapprove	Graduate	Asian	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Democrat	90000	Female	48	SomewhatDisapprove	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatDisagree	1	Low	Yes
Independent	9000	Male	22	StronglyApprove	Highschool	White	Relationship	Likely	NotReal	StronglyAgree	StronglyDisagree	200	AboutRight	No
Independent	131000	Female	51	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyDisagree	40	Low	No
Republican	0	Male	73	StronglyApprove	SomeCollege	White	Widowed	Unlikely	NotReal	SomewhatDisagree	StronglyDisagree	5	High	No
Independent	0	Female	23	StronglyDisapprove	College	Latino	Single	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	8	Low	Yes
Republican	0	Female	51	StronglyApprove	SomeCollege	White	Divorced	Unlikely	NotReal	StronglyDisagree	StronglyDisagree	15	High	Yes
Republican	0	Male	42	StronglyApprove	Highschool	Latino	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	1	Low	Yes
Democrat	0	Male	84	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	30	Low	No
Republican	0	Female	77	StronglyApprove	unknown	White	Widowed	Likely	unknown	SomewhatDisagree	unknown	260	High	No
unknown	0	Female	37	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	4	Low	Yes
Democrat	0	Male	50	StronglyDisapprove	SomeCollege	Black	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	0	Low	Yes
Republican	0	Male	30	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	4	AboutRight	Yes
Democrat	0	Female	31	StronglyDisapprove	Graduate	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	AboutRight	Yes
Democrat	0	Female	24	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	20	Low	Yes
Independent	0	Male	26	SomewhatDisapprove	Graduate	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	5	Low	No
Republican	0	Male	35	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	10	AboutRight	No
Republican	0	Female	18	SomewhatApprove	SomeCollege	White	Relationship	Likely	RealNotCausedbyPeople	SomewhatDisagree	SomewhatAgree	9	High	No
Independent	0	Female	77	unknown	College	White	Widowed	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	250	Low	Yes
Democrat	0	Male	60	StronglyDisapprove	College	Latino	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	6	Low	No
Republican	0	Male	58	StronglyApprove	SomeCollege	White	Divorced	unknown	unknown	SomewhatAgree	unknown	30	AboutRight	No
Independent	0	Male	41	StronglyDisapprove	SomeCollege	Asian	Divorced	Likely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	0	AboutRight	Yes
Independent	0	Male	71	StronglyDisapprove	Graduate	Latino	Married	Unlikely	NotReal	StronglyDisagree	StronglyDisagree	0	AboutRight	Yes
Democrat	0	Female	61	StronglyDisapprove	SomeCollege	Black	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	0	High	Yes
Democrat	0	Female	34	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Republican	0	Male	61	StronglyApprove	College	White	Married	Unlikely	NotReal	StronglyDisagree	SomewhatDisagree	3	High	No
unknown	0	Male	24	unknown	Graduate	Asian	Single	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	12	Low	No
Independent	0	Male	70	SomewhatDisapprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	2	unknown	Yes
Democrat	0	Female	21	StronglyDisapprove	SomeCollege	Asian	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	25	Low	No
unknown	0	Female	67	StronglyDisapprove	SomeCollege	White	Married	Likely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	0	AboutRight	No
Independent	0	Female	70	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	5	AboutRight	No
Independent	0	Male	80	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	30	Low	No
